"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.920836343E0,5.312964439E0,2.723569155E0,-1.881017089E0
3.930857309E0,6.267834663E0,2.868997097E0,-1.424451828E0
3.940878975E0,5.734045029E0,3.006466627E0,-2.783703804E-1
3.950900775E0,4.945238113E0,2.497515440E0,-1.600661278E-1
3.960921541E0,4.903723717E0,2.454301119E0,2.661788464E-2
3.970942541E0,3.603268623E0,1.804416656E0,-5.300555825E-1
3.980964974E0,1.388388634E0,5.353620052E-1,-1.225466013E0
3.990987607E0,1.353759766E0,4.724752903E-1,-1.037451506E0
4.001010173E0,1.325971603E0,4.166867733E-1,-8.579893112E-1
4.011032906E0,3.279444695E0,-2.538050652E0,3.257528841E-1
4.021056272E0,3.156480789E0,-4.790813446E0,4.931493849E-2
4.031079838E0,1.662711143E0,-6.844921112E0,4.835135937E-1
4.041102504E0,5.514202118E-1,-7.760661125E0,1.803063631E0
4.051125370E0,-4.954681396E-1,-7.508382797E0,2.088560581E0
4.061149903E0,-1.363249302E0,-5.813044548E0,1.123672605E0
4.071174936E0,-1.610191822E0,-4.889295578E0,-9.531221390E-1
4.081200102E0,-1.116783142E0,-4.454528809E0,-2.627344608E0
4.091225668E0,-7.268266678E-1,-3.921481609E0,-8.242222071E-1
4.101251901E0,-1.122891903E0,-3.810764790E0,1.192141771E0
4.111278467E0,-9.990248680E-1,-3.849626780E0,1.691108465E0
4.121304233E0,-1.502783775E0,-5.237382889E0,6.669535637E-1
4.131330366E0,-1.486298084E0,-5.176211834E0,8.647148609E-1
4.141357832E0,-1.528160095E0,-4.973248482E0,1.187860727E0
4.151385432E0,-1.943924904E0,-4.268317223E0,1.680027008E0
4.161412998E0,-2.400050163E0,-3.119578838E0,2.601034880E0
4.171440431E0,-2.612616539E0,-1.795140028E0,3.640016556E0
4.181468697E0,-2.494615078E0,-1.727967739E0,3.798684597E0
4.191496863E0,-2.557407856E0,-4.820456505E-1,4.275555611E0
4.201524029E0,-2.320747852E0,-3.514568806E-1,4.191715240E0
4.211551295E0,-2.148971081E0,-9.631042480E-1,4.686807632E0
4.221579661E0,-2.266490936E0,-1.641597509E0,5.601045609E0
4.231608094E0,-2.124065876E0,-2.612478256E0,6.028770924E0
4.241636160E0,-2.014940262E0,-3.459277868E0,5.773931980E0
4.251664226E0,-2.104305267E0,-4.048852921E0,5.529311657E0
4.261692692E0,-2.040734768E0,-4.725535393E0,5.540477753E0
4.271721092E0,-2.286630154E0,-5.017519474E0,5.376169682E0
4.281748458E0,-3.548787594E0,-4.659516335E0,5.376456261E0
4.291775758E0,-4.398124695E0,-3.450312614E0,5.524741650E0
4.301804091E0,-5.102840424E0,-1.448448658E0,5.131135464E0
4.311832424E0,-5.676033974E0,-3.965158463E-1,4.616689682E0
4.321860357E0,-5.804058075E0,1.247801781E-1,4.144861221E0
4.331888290E0,-5.528094769E0,2.563118935E-1,3.894735575E0
4.341916790E0,-5.352834225E0,3.788132668E-1,3.936365128E0
4.351945256E0,-5.192775249E0,4.802527428E-1,3.807327986E0
4.361972456E0,-4.910810947E0,5.351266861E-1,3.411367416E0
4.371999589E0,-4.771941662E0,7.079243660E-1,2.534967422E0
4.382027789E0,-4.420303345E0,9.427056313E-1,1.809893608E0
4.392055889E0,-3.868792295E0,1.713680267E0,2.261009216E-1
4.402083489E0,-3.017881870E0,2.402134895E0,-2.671385288E0
4.412111122E0,-1.049570084E0,2.243650436E0,-6.903840542E0
4.422139322E0,1.364874363E0,1.667829990E0,-9.854413986E0
4.432167755E0,2.413452148E0,-7.787227631E-2,-1.119715691E1
4.442195288E0,2.033966064E0,-2.032432079E0,-1.117372704E1
4.452222954E0,1.024564743E0,-3.337945938E0,-1.132314682E1
4.462251754E0,1.734645844E0,-3.107461452E0,-1.107134056E1
4.472280820E0,1.008048058E0,-2.178090572E0,-4.986285210E0
4.482309386E0,8.937702179E-1,-1.537273884E0,4.831235409E-1
4.492337819E0,1.047370911E0,-1.693362713E0,-1.972513199E-1
4.502366585E0,1.512513638E0,-3.572456837E0,-4.475543976E0
4.512395351E0,1.203044415E0,-5.030508041E0,-1.001316071E0
4.522423151E0,-1.536426544E-1,-5.027615547E0,5.824294090E0
4.532451051E0,-1.204283237E0,-5.013214111E0,1.030418968E1
4.542480117E0,-1.210367680E0,-2.411662579E0,1.356578064E1
4.552509383E0,-1.918743849E0,-2.463155270E0,1.266236687E1
4.562538349E0,-3.110441685E0,-2.555228233E0,1.044118881E1
4.572567349E0,-4.498054504E0,-4.671223640E0,-9.478602409E0
4.582596549E0,-7.054244041E0,-5.618075371E0,-1.203719997E1
4.592625815E0,-6.485322952E0,-3.074423790E0,3.446302414E0
4.602653948E0,-6.004016876E0,-2.863123894E0,3.575982094E0
4.612682048E0,-4.188255787E0,-2.343461037E0,1.223895931E1
4.622711248E0,-4.550932884E0,-4.409062386E0,1.313562584E1
4.632740414E0,-5.866772652E0,-6.431013107E0,1.181954670E1
4.642769214E0,-6.384922981E0,-6.862689018E0,1.131844902E1
4.652797980E0,-8.704182625E0,-5.470690727E0,9.324739456E0
4.662826880E0,-8.905176163E0,-2.736034393E0,5.753810883E0
4.672855546E0,-7.986016273E0,-1.145753860E0,2.233355284E0
4.682882946E0,-5.785826206E0,4.999532700E-1,-8.348866701E-1
4.692910146E0,-3.845147848E0,1.399594307E0,-1.500401020E0
4.702938279E0,-3.112390995E0,2.022464275E0,-1.170612574E0
4.712966179E0,-2.654900551E0,2.179379940E0,-5.433338284E-1
4.722993579E0,-2.136688471E0,2.657386780E0,1.351413131E-2
4.733020779E0,-1.679418564E0,2.841886997E0,9.074790031E-2
4.743047979E0,-1.339208007E0,3.080278397E0,2.316922098E-1
4.753075045E0,-1.112979293E0,3.380605698E0,5.760764480E-1
4.763100645E0,-6.670093536E-2,2.410050392E0,4.629629552E-1
4.773126245E0,1.450819492E0,-3.731498718E-1,9.285385013E-1
4.783152845E0,2.067198277E0,-2.842616081E0,1.284857988E0
4.793179578E0,1.004591703E0,-4.638266563E0,1.383475065E0
4.803205944E0,8.959653378E-1,-4.687137604E0,1.145579338E0
4.813232277E0,2.709434032E-1,-4.163360596E0,-7.091486454E-1
4.823258943E0,4.218659401E-1,-2.003536224E0,-8.941299915E-1
4.833285576E0,-1.016052008E0,-1.198405266E0,-5.840504169E-1
4.843311109E0,-1.735672593E0,-1.194195747E0,-9.701289535E-1
4.853336709E0,-6.967756748E-1,-1.159410477E-1,-1.505292296E0
4.863363442E0,3.964836597E-1,6.065874100E-1,-1.600151420E0
4.873390108E0,1.242857695E0,1.087750435E0,-1.141956806E0
4.883416541E0,2.247803450E0,1.527837276E0,7.739162445E-2
4.893443307E0,2.969732523E0,1.598211765E0,9.979137182E-1
4.903470740E0,3.465115309E0,1.396391392E0,1.629644990E0
4.913498306E0,3.020115852E0,1.230365753E0,1.361533880E0
4.923525072E0,1.759974480E0,1.237872124E0,9.812339544E-1
4.933552005E0,8.978185654E-1,1.370934963E0,1.067970634E0
4.943580138E0,1.628003120E-1,1.508782864E0,1.375450015E0
4.953629771E0,-7.246552706E-1,1.279322624E0,1.705914259E0
4.963679304E0,-1.234481096E0,8.551778793E-1,1.682647109E0
4.973729137E0,-1.548080683E0,4.163389206E-1,1.574168086E0
4.983779537E0,-1.571823359E0,-2.529335022E-2,1.332999229E0
4.993830137E0,-1.631591082E0,-4.033336639E-1,1.035574675E0
5.003879937E0,-1.484420538E0,-6.211032867E-1,4.664659500E-1
5.013930037E0,-1.266899467E0,-7.776346207E-1,2.939963341E-2
5.023981203E0,-1.063942671E0,-1.341162682E0,-5.035973787E-1
5.034032536E0,-5.630270243E-1,-1.822927475E0,-8.811621666E-1
5.044083502E0,-8.809649944E-2,-2.435721397E0,-8.656390905E-1
5.054134435E0,3.421468735E-1,-2.843872070E0,-6.616513729E-1
5.064185735E0,9.746369123E-1,-3.016272545E0,-5.390322208E-1
5.074236935E0,1.902603269E0,-2.841534615E0,-1.674362779E0
5.084287168E0,2.942233086E0,-2.691351891E0,-3.137951612E0
5.094337468E0,3.746848583E0,-2.480153084E0,-4.447824001E0
5.104388901E0,4.511436462E0,-2.097184181E0,-6.031851768E0
5.114440534E0,6.589406967E0,-1.320473671E0,-1.235480118E1
5.124491934E0,7.234065533E0,-1.092684746E0,-1.066600323E1
5.134543300E0,7.388345718E0,-2.725620270E0,-7.580310822E0
5.144595033E0,7.446449280E0,-2.679015160E0,-7.474962234E0
5.154646899E0,7.992423058E0,-5.757902145E0,-4.342691422E0
5.164697732E0,8.155442238E0,-5.887743950E0,-5.037756443E0
5.174748598E0,8.075209618E0,-5.315460205E0,-5.351046562E0
5.184800364E0,7.216856003E0,-4.229434967E0,-4.848386765E0
5.194851830E0,5.784934044E0,-3.386096001E0,-4.116434097E0
5.204902763E0,3.581379890E0,-2.859709740E0,-3.716376305E0
5.214953629E0,2.753034115E0,-2.750108719E0,-3.496723413E0
5.225004729E0,2.142436504E0,-3.395309448E0,-3.211080313E0
5.235055729E0,1.504504681E0,-4.177784920E0,-2.594880819E0
5.245105495E0,-3.729748726E-2,-5.220942497E0,-7.575269938E-1
5.255134061E0,-1.965989828E0,-6.436307907E0,1.172743797E0
5.265163961E0,-3.117592812E0,-7.580655098E0,3.171235085E0
5.275193994E0,-4.354175091E0,-8.706353188E0,5.953742027E0
5.285223660E0,-5.711676598E0,-8.919922829E0,8.191384315E0
5.295253426E0,-7.335659981E0,-8.195656776E0,9.442543983E0
5.305283692E0,-7.979949951E0,-6.832334518E0,9.497659683E0
5.315313958E0,-7.892176151E0,-5.109921455E0,7.904448986E0
5.325343291E0,-7.203422546E0,-4.238770485E0,5.653526306E0
5.335372257E0,-6.020044804E0,-3.344398499E0,3.534867287E0
5.345402557E0,-5.119972229E0,-2.503916740E0,2.100008011E0
5.355433190E0,-3.834679127E0,-1.712778091E0,1.509594917E-1
5.365463723E0,-2.781299591E0,-1.197561264E0,3.503694534E-1
5.375494523E0,-1.879779339E0,-7.328395844E-1,2.059127331E0
5.385525689E0,-9.286744595E-1,-3.332977295E-1,3.100361824E0
5.395556889E0,7.825279236E-2,3.285236359E-1,3.520173550E0
5.405587055E0,1.074193478E0,6.855969429E-1,4.470350742E0
5.415617155E0,1.789849758E0,9.115095139E-1,5.259415627E0
5.425648155E0,1.962897778E0,9.759554863E-1,4.911398411E0
5.435679288E0,5.262441635E-1,4.718346596E-1,3.968155622E0
5.445710188E0,-2.011497498E0,2.234940529E-1,3.107661486E0
5.455740788E0,-4.145309925E0,-2.113962173E-1,3.118765593E0
5.465771721E0,-6.257210255E0,-7.206511497E-1,4.058495045E0
5.475802854E0,-7.951522827E0,-1.078916550E0,4.972161770E0
5.485833120E0,-9.222866058E0,-1.129254341E0,5.531420231E0
5.495863420E0,-9.745624542E0,-5.106616020E-1,6.209306717E0
5.505894620E0,-9.906111717E0,3.346166611E-1,6.670747757E0
5.515925886E0,-9.748048782E0,1.579229355E0,6.917484283E0
5.525956819E0,-9.702383041E0,2.636415482E0,7.197003365E0
5.535987952E0,-9.819849014E0,3.539171219E0,7.294357300E0
5.546019685E0,-9.968853951E0,4.083862305E0,7.087526321E0
5.556051451E0,-9.998663902E0,4.187753677E0,6.601961136E0
5.566082051E0,-9.886371613E0,3.992123127E0,5.849371910E0
5.576112484E0,-9.370798111E0,3.887829304E0,4.925268173E0
5.586144084E0,-8.518829346E0,3.736683607E0,4.023316860E0
5.596175750E0,-7.833093643E0,3.384574413E0,3.000567198E0
5.606206916E0,-6.916593552E0,3.129605770E0,1.271661758E0
5.616238049E0,-5.539986134E0,2.559338570E0,-1.291152000E0
5.626269615E0,-2.816648245E0,1.683777332E0,-4.879968643E0
5.636301481E0,-3.455834389E-1,3.086161613E-1,-7.543388367E0
5.646332247E0,2.207112789E0,-1.815936089E0,-7.754752159E0
5.656362880E0,4.909235954E0,-4.907169342E0,-9.291475296E0
5.666394813E0,1.093404007E1,-8.363260269E0,-1.787565422E1
5.676426779E0,1.350255680E1,-1.109255409E1,-8.377882004E0
5.686458445E0,1.292896271E1,-1.449313164E1,-2.135293245E0
5.696490111E0,9.595715523E0,-1.415945053E1,-3.355775356E0
5.706522044E0,5.852417946E0,-8.997339249E0,-4.214571953E0
5.716553810E0,6.448438168E-1,-5.143972397E0,-2.481369734E0
5.726584410E0,-2.266762733E0,-5.613616943E0,1.225602627E-1
5.736614876E0,-2.591094971E0,-5.561868668E0,1.623248816E0
5.746646176E0,-2.264809132E0,-6.108447075E0,2.529246092E0
5.756677609E0,-1.933868766E0,-7.253022194E0,2.429689646E0
5.766708642E0,-1.727205038E0,-8.032179832E0,2.458258867E0
5.776739575E0,-1.038107157E0,-7.183185577E0,-2.124055386E0
5.786770741E0,-1.079358816E0,-3.885597229E0,-4.009723663E0
5.796801874E0,-3.723899364E0,-2.453706741E0,-1.966220021E0
5.806832007E0,-4.907698631E0,1.482896805E-1,2.132861376E0
5.816862040E0,-5.966474533E0,2.033476353E0,5.777485371E0
5.826893073E0,-7.457214355E0,3.551643372E0,8.153134346E0
5.836924039E0,-8.579793930E0,4.758597374E0,8.447958946E0
5.846954539E0,-7.797400951E0,6.589292049E0,9.985211372E0
5.856984872E0,-7.866968155E0,7.548373222E0,1.156774616E1
5.867015372E0,-8.356679916E0,7.135149002E0,1.109982300E1
5.877045938E0,-8.028229713E0,6.187069416E0,9.470314026E0
5.887075271E0,-7.188845634E0,3.725605965E0,6.726646423E0
5.897104637E0,-5.510849953E0,1.367590904E0,3.209007740E0
5.907135203E0,-4.228979111E0,-3.498077393E-1,1.780633807E0
5.917165669E0,-3.716602325E0,-1.908828735E0,1.891921520E0
5.927195702E0,-3.639067650E0,-1.882591248E0,1.871117473E0
5.937225902E0,-3.386046886E0,-3.146807671E0,3.473684788E0
5.947256468E0,-3.015243292E0,-3.139011383E0,3.497536659E0
5.957286901E0,-2.567727089E0,-2.571430206E0,3.065122128E0
5.967315901E0,-2.328478336E0,-1.751632690E0,2.658518076E0
5.977344734E0,-1.847431183E0,-8.100261688E-1,2.474697828E0
5.987374467E0,-1.672804713E0,-3.471136093E-1,2.934707403E0
5.997404200E0,-1.689111829E0,-2.749948502E-1,6.636771202E0
6.007433766E0,-3.345029354E-1,-3.377408981E-1,4.194297314E0
6.017463466E0,8.218152523E-1,-9.694786072E-1,1.556391239E0
6.027493699E0,1.261696339E0,-1.529411316E0,-7.560104132E-1
6.037523799E0,1.192639589E0,-1.930539131E0,-3.177648544E0
6.047552599E0,1.901447773E0,-1.028209686E0,-1.138667488E1
6.057581332E0,2.676405668E0,9.544849396E-1,-1.605985069E1
6.067611198E0,2.224820852E0,2.452857018E0,-9.498550415E0
6.077640998E0,1.728001118E0,2.577542305E0,-5.335989952E0
6.087670464E0,7.893812656E-1,2.060910702E0,-2.500153542E0
6.097699930E0,2.471649647E-1,1.809789658E0,-1.607872128E0
6.107729930E0,-8.669376373E-3,1.237011909E0,-1.204949856E0
6.117759863E0,-1.760375500E-1,5.882616043E-1,-5.195930004E-1
6.127788629E0,-4.975228310E-1,1.545734406E-1,3.461680412E-1
6.137817229E0,-9.178779125E-1,8.909225464E-3,1.307859540E0
6.147846729E0,-1.142392874E0,2.023687363E-1,2.017536640E0
6.157876095E0,-1.407858372E0,4.817142487E-1,2.876979113E0
6.167905028E0,-1.953128099E0,4.870996475E-1,3.438908815E0
6.177933794E0,-2.213688135E0,4.183111191E-1,3.365115404E0
6.187962894E0,-1.933799386E0,4.896297455E-1,2.975488186E0
6.197991794E0,-1.606460214E0,2.816562653E-1,2.648005486E0
6.208019494E0,-1.354546785E0,1.144371033E-1,2.298780441E0
6.218047294E0,-1.037744164E0,2.298355103E-3,1.805964947E0
6.228076094E0,-5.656243563E-1,-2.462244034E-1,9.875497818E-1
6.238104694E0,-1.960158348E-2,-7.029275894E-1,2.076491117E-1
6.248132927E0,7.552628517E-1,-1.398373604E0,-4.801696539E-1
6.258161127E0,1.416182280E0,-2.053792000E0,-9.353225231E-1
6.268189593E0,1.800933480E0,-2.935742378E0,-6.568878889E-1
6.278218059E0,1.982088089E0,-4.027090073E0,2.140559673E0
6.288245392E0,3.018172264E0,-4.136075974E0,1.555451393E0
6.298272725E0,4.396666050E0,-3.726312637E0,-2.308256626E0
6.308300991E0,5.374128819E0,-3.357007980E0,-4.848773479E0
6.318329224E0,6.955566406E0,-2.284326553E0,-9.021585464E0
6.328357057E0,9.539421082E0,-4.205112457E-1,-1.333051872E1
6.338385023E0,9.301827431E0,4.424819946E-1,-1.011281013E1
6.348413689E0,8.754787445E0,2.111902237E-1,-7.469158173E0
6.358442389E0,9.222443581E0,-1.497604370E0,-6.539307594E0
6.368470022E0,1.000727463E1,-4.039672852E0,-8.333589554E0
6.378497722E0,9.952255249E0,-5.056067467E0,-8.749315262E0
6.388526455E0,9.113506317E0,-4.468020439E0,-7.212866306E0
6.398555155E0,8.003367424E0,-3.866444588E0,-5.513050079E0
6.408583321E0,6.384205818E0,-3.432682037E0,-4.336024284E0
6.418611487E0,4.869485378E0,-3.246763229E0,-3.492598295E0
6.428639820E0,4.285622597E0,-3.523748398E0,-3.336219311E0
6.438667953E0,4.154413223E0,-4.523386955E0,-2.560645103E0
6.448694986E0,3.509765863E0,-6.387523651E0,-9.428437948E-1
6.458721852E0,1.860788226E0,-8.278510094E0,1.063837051E0
6.468749952E0,-5.003488064E-1,-1.039096546E1,3.121541262E0
6.478778118E0,-2.688442707E0,-1.286895180E1,5.464909554E0
6.488806018E0,-5.567239761E0,-1.508557034E1,1.066184235E1
6.498833851E0,-8.987211227E0,-1.613135338E1,1.559546566E1
6.508862117E0,-1.177590370E1,-1.470632172E1,1.712083435E1
6.518890150E0,-1.233567429E1,-1.123399353E1,1.309014320E1
6.528917250E0,-1.195739365E1,-8.388988495E0,7.119461060E0
6.538944450E0,-1.073435593E1,-5.499947548E0,-1.192709446E0
6.548972650E0,-8.416973114E0,-2.819405556E0,-1.112950325E1
6.559000883E0,-6.018305779E0,-3.626413345E-1,-9.416564941E0
6.569028816E0,-6.366261482E0,5.893611908E-2,-1.810300112E0
6.579056716E0,-5.381258488E0,8.483238220E-1,3.238293648E0
6.589085116E0,-4.284651279E0,1.056028366E0,6.104050636E0
6.599113616E0,-2.789011240E0,1.581302166E0,7.211496353E0
6.609141249E0,-9.827928543E-1,2.258831978E0,6.727807045E0
6.619168849E0,1.050264835E0,2.950442314E0,5.857343197E0
6.629197582E0,2.445067406E0,3.222051620E0,5.256919861E0
6.639226215E0,2.908510685E0,2.987413406E0,4.613770485E0
6.649254548E0,1.565660954E0,2.175781250E0,3.387501955E0
6.659283014E0,-1.649207354E0,1.383687496E0,2.381901503E0
6.669311780E0,-4.796865940E0,4.657845497E-1,2.644281864E0
6.679340646E0,-7.061280251E0,2.093591690E-1,3.465783596E0
6.689368679E0,-8.788837433E0,4.115967751E-1,4.156840324E0
6.699396779E0,-9.638059616E0,9.846305847E-1,4.537855625E0
6.709425979E0,-9.779994965E0,1.794113636E0,4.934843540E0
6.719455412E0,-9.855451584E0,2.649451733E0,5.323158741E0
6.729484712E0,-9.879894257E0,3.273634911E0,5.813244343E0
6.739514312E0,-1.002132320E1,3.932824612E0,6.484089375E0
6.749544478E0,-1.000761223E1,4.297302246E0,6.772614479E0
6.759574978E0,-9.656057358E0,4.600289345E0,6.543601513E0
6.769604078E0,-8.998203278E0,4.594122410E0,6.353147030E0
6.779633278E0,-7.763302803E0,4.700829506E0,5.933954716E0
6.789663478E0,-6.468705177E0,4.530601501E0,5.257387638E0
6.799693744E0,-5.360681534E0,4.304235935E0,4.139123440E0
6.809723710E0,-4.572919846E0,3.584727764E0,2.073636055E0
6.819754010E0,-3.458062887E0,2.372483730E0,-1.067805290E0
6.829784510E0,-3.337942839E0,2.509267330E0,-1.236101389E0
6.839815043E0,1.842031002E0,-2.395632744E0,-1.127601719E1
6.849844576E0,5.581303596E0,-6.133799553E0,-1.491488075E1
6.859874242E0,1.014495468E1,-1.024789333E1,-1.983143616E1
6.869905242E0,1.187172508E1,-1.340614128E1,-1.129150867E1
6.879936342E0,1.090723991E1,-1.452805042E1,-5.504409790E0
6.889970675E0,7.648059845E0,-1.289654255E1,-4.931802750E0
6.900005008E0,4.686504841E0,-7.110377312E0,-5.188282967E0
6.910039741E0,1.301650763E0,-6.122817993E-1,-3.638684511E0
6.920074507E0,-1.539161444E0,9.558677673E-3,-2.861065149E0
6.930108140E0,-3.772873163E0,-3.872099876E0,6.248235703E-1
6.940141906E0,-3.415934563E0,-5.311928749E0,3.898727894E0
6.950176639E0,-2.853504181E0,-6.994850159E0,4.239026070E0
6.960211205E0,-1.581486344E0,-8.717845917E0,5.197862148E0
6.970245305E0,-1.020169735E0,-9.718035698E0,6.870146751E0
6.980279271E0,-9.145135880E-1,-7.811073303E0,3.737126350E0
6.990313437E0,-2.637690544E0,-5.851002693E0,1.980226398E0
7.000347603E0,-4.897140503E0,-3.229908943E0,1.356647253E0
7.010380736E0,-6.126773357E0,3.232774734E-1,3.657615423E0
7.020413836E0,-8.621664047E0,3.369029999E0,5.935397148E0
7.030448002E0,-9.911808014E0,4.807133675E0,6.441292286E0
7.040482235E0,-9.641302109E0,6.534639359E0,7.969231129E0
7.050516035E0,-8.970314026E0,7.499490738E0,9.047012329E0
7.060549868E0,-8.223165512E0,7.753866673E0,9.369332314E0
7.070584268E0,-7.710204601E0,6.706332207E0,8.084798813E0
7.080618701E0,-7.575930595E0,6.770796776E0,7.860952377E0
7.090651901E0,-4.981401443E0,1.546654701E0,1.568346262E0
7.100685001E0,-3.597259998E0,-3.564176559E-1,3.364519477E-1
7.110718901E0,-2.899844646E0,-1.988030434E0,7.885162234E-1
7.120752567E0,-2.639396191E0,-2.907958031E0,2.170766115E0
7.130785733E0,-2.360032797E0,-3.287742615E0,3.226005554E0
7.140818733E0,-1.763912201E0,-2.965882301E0,3.273080111E0
7.150851999E0,-1.323675752E0,-2.332654953E0,2.907545805E0
7.160885032E0,-1.147505999E0,-1.502831459E0,2.768597126E0
7.170916765E0,-1.339047790E0,-1.187017441E0,6.406682014E0
7.180948431E0,-4.077978134E-1,-3.851747513E-1,6.241653919E0
7.190977497E0,7.140066624E-1,-5.592002869E-1,3.058298826E0
7.201006263E0,1.095880508E0,-1.007898331E0,6.337777972E-1
7.211034396E0,1.124131203E0,-9.547357559E-1,-1.060960174E0
7.221062229E0,1.226608515E0,-8.000497818E-1,-4.443624496E0
7.231090529E0,2.639415026E0,4.128494263E-1,-1.514564896E1
7.241118862E0,3.224043131E0,2.125222206E0,-1.450102997E1
7.251146162E0,2.652760744E0,2.794643879E0,-8.725305557E0
7.261173528E0,1.701082230E0,2.085801125E0,-4.326768398E0
7.271202128E0,5.172171593E-1,1.323123932E0,-2.014428616E0
7.281230828E0,-9.044551849E-2,1.212631226E0,-1.220965028E0
7.291259261E0,-7.097744942E-1,9.164466858E-1,-9.216650128E-1
7.301287661E0,-8.684896231E-1,8.320550919E-1,-5.509279370E-1
7.311316161E0,-1.112609744E0,8.226356506E-1,2.244548798E-1
7.321344494E0,-1.550087214E0,6.321363449E-1,9.704977274E-1
7.331371794E0,-2.085706472E0,3.603353500E-1,1.739024282E0
7.341398994E0,-2.710227728E0,1.577043533E-1,2.277076244E0
7.351427194E0,-3.050172329E0,2.856197357E-1,2.771277428E0
7.361455194E0,-3.501198292E0,3.997621536E-1,3.343523026E0
7.371482827E0,-3.483883858E0,4.403820038E-1,3.543517113E0
7.381510260E0,-2.912286997E0,6.253452301E-1,3.784401178E0
7.391538226E0,-2.650742054E0,4.748620987E-1,3.872633934E0
7.401566226E0,-2.574708939E0,2.739601135E-1,3.689774990E0
7.411593226E0,-2.292724371E0,-4.771232605E-3,2.750548601E0
7.421620226E0,-1.417193890E0,-2.342443466E-1,1.518793464E0
7.431648359E0,-3.720052242E-1,-6.364316940E-1,-1.167118549E-2
7.441676559E0,6.191155910E-1,-1.301973343E0,-1.103878736E0
7.451704359E0,1.538657546E0,-2.134448051E0,-1.649666905E0
7.461732292E0,2.027817488E0,-3.515803337E0,4.025678635E-1
7.471760392E0,2.820892096E0,-4.506649971E0,2.604801416E0
7.481788358E0,4.853983879E0,-4.841943741E0,-1.362017632E0
7.491815191E0,6.593997955E0,-4.797196388E0,-5.024590969E0
7.501842191E0,9.890641212E0,-3.158552170E0,-1.448729801E1
7.511870024E0,1.184789658E1,-6.396102905E-2,-1.482865334E1
7.521898224E0,1.055695915E1,5.876684189E-1,-8.993793488E0
7.531925957E0,9.556161880E0,2.244386673E-1,-5.434060097E0
7.541953557E0,9.609268188E0,-1.739305496E0,-5.842773438E0
7.551981590E0,9.990088463E0,-4.394869804E0,-8.824528694E0
7.562009656E0,1.002318764E1,-5.395125389E0,-9.373344421E0
7.572036622E0,9.372738838E0,-4.355930328E0,-7.236478806E0
7.582063588E0,7.795995235E0,-4.274479866E0,-5.074654102E0
7.592091554E0,5.232059956E0,-4.578068733E0,-4.181875229E0
7.602119487E0,4.173763275E0,-4.736601830E0,-3.249802113E0
7.612147287E0,4.322656155E0,-5.245702744E0,-1.847572565E0
7.622175187E0,4.142045021E0,-6.604079247E0,-6.129697561E-1
7.632203420E0,3.031115770E0,-8.237383842E0,8.188549876E-1
7.642231586E0,8.861078024E-1,-9.750240326E0,1.948780775E0
7.652258686E0,-1.326099873E0,-1.124718475E1,3.191410542E0
7.662285719E0,-4.197255135E0,-1.315295506E1,6.467228413E0
7.672313819E0,-7.571494102E0,-1.500304890E1,1.180887699E1
7.682341919E0,-1.088531208E1,-1.494278145E1,1.538780689E1
7.692369519E0,-1.251281834E1,-1.201421928E1,1.522040558E1
7.702397152E0,-1.247674656E1,-8.577077866E0,1.129216003E1
